set_name,cluster_id,representative_term,cluster_label,n_member_terms,n_genes,member_terms_list
SP_424_DIGESTION_AND_ABSORPTION,424,REACTOME_DIGESTION_AND_ABSORPTION,DIGESTION AND ABSORPTION,3,28,REACTOME_DIGESTION; REACTOME_DIGESTION_AND_ABSORPTION; REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE
SP_425_DISSOLUTION_OF_FIBRIN_CLOT,425,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,DISSOLUTION OF FIBRIN CLOT,1,13,REACTOME_DISSOLUTION_OF_FIBRIN_CLOT
SP_426_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,426,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,E2F MEDIATED REGULATION OF DNA REPLICATION,3,26,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION; REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1; REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION
SP_427_PROTEIN_UBIQUITINATION,427,REACTOME_PROTEIN_UBIQUITINATION,PROTEIN UBIQUITINATION,3,79,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS; REACTOME_PROTEIN_UBIQUITINATION; REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES
SP_428_EFFECTS_OF_PIP2_HYDROLYSIS,428,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,EFFECTS OF PIP2 HYDROLYSIS,1,27,REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS
SP_429_SIGNALING_BY_EGFR,429,REACTOME_SIGNALING_BY_EGFR,SIGNALING BY EGFR,5,63,REACTOME_EGFR_DOWNREGULATION; REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL; REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS; REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY; REACTOME_SIGNALING_BY_EGFR
SP_430_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATI,430,REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,EGR2 AND SOX10 MEDIATED INITIATION OF SCHWANN CELL MYELINATION,1,29,REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION
SP_431_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,431,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,SYNTHESIS OF LEUKOTRIENES LT AND EOXINS EX,5,36,REACTOME_EICOSANOIDS; REACTOME_FATTY_ACIDS; REACTOME_MISCELLANEOUS_SUBSTRATES; REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX; WP_LEUKOTRIENE_METABOLIC_PATHWAY
SP_432_ELASTIC_FIBRE_FORMATION,432,REACTOME_ELASTIC_FIBRE_FORMATION,ELASTIC FIBRE FORMATION,2,44,REACTOME_ELASTIC_FIBRE_FORMATION; REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES
SP_433_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,433,REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,METABOLISM OF NITRIC OXIDE NOS3 ACTIVATION AND REGULATION,3,22,REACTOME_ENOS_ACTIVATION; REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION; REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION
SP_434_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,434,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,ERYTHROCYTES TAKE UP CARBON DIOXIDE AND RELEASE OXYGEN,1,13,REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN
SP_435_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,435,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,EXTRA NUCLEAR ESTROGEN SIGNALING,2,75,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING; REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING
SP_436_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,436,WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,ETHANOL EFFECTS ON HISTONE MODIFICATIONS,3,43,REACTOME_ETHANOL_OXIDATION; WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS; WP_FATTY_ACID_OMEGAOXIDATION
SP_437_FERTILIZATION,437,REACTOME_FERTILIZATION,FERTILIZATION,2,26,REACTOME_FERTILIZATION; REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA
SP_438_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,438,REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,FGFR2B LIGAND BINDING AND ACTIVATION,1,10,REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION
SP_439_FLT3_SIGNALING,439,REACTOME_FLT3_SIGNALING,FLT3 SIGNALING,2,38,REACTOME_FLT3_SIGNALING; REACTOME_NEGATIVE_REGULATION_OF_FLT3
SP_440_FORMATION_OF_DEFINITIVE_ENDODERM,440,REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM,FORMATION OF DEFINITIVE ENDODERM,3,32,REACTOME_FORMATION_OF_AXIAL_MESODERM; REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM; REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION
SP_441_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,441,REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,FORMATION OF SENESCENCE ASSOCIATED HETEROCHROMATIN FOCI SAHF,1,17,REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
SP_442_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE,442,REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE,FORMATION OF THE ANTERIOR NEURAL PLATE,2,14,REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE; REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE
SP_443_KERATINIZATION,443,REACTOME_KERATINIZATION,KERATINIZATION,2,217,REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE; REACTOME_KERATINIZATION
SP_444_DEVELOPMENT_OF_URETERIC_DERIVED_COLLECTING_SYSTEM,444,WP_DEVELOPMENT_OF_URETERIC_DERIVED_COLLECTING_SYSTEM,DEVELOPMENT OF URETERIC DERIVED COLLECTING SYSTEM,6,113,REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT; REACTOME_FORMATION_OF_THE_URETERIC_BUD; REACTOME_KIDNEY_DEVELOPMENT; WP_DEVELOPMENT_OF_URETERIC_DERIVED_COLLECTING_SYSTEM; WP_GDNFRET_SIGNALING_AXIS; WP_GENES_CONTROLLING_NEPHROGENESIS
SP_445_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,445,REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,FORMATION OF WDR5 CONTAINING HISTONE MODIFYING COMPLEXES,1,42,REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES
SP_446_FOXO_MEDIATED_TRANSCRIPTION,446,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO MEDIATED TRANSCRIPTION,3,66,REACTOME_FOXO_MEDIATED_TRANSCRIPTION; REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES; REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES
SP_447_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSUL,447,REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,GAMMA CARBOXYLATION HYPUSINYLATION HYDROXYLATION AND ARYLSULFATASE ACTIVATION,2,61,REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION; REACTOME_PROTEIN_HYDROXYLATION
SP_448_GAP_JUNCTION_DEGRADATION,448,REACTOME_GAP_JUNCTION_DEGRADATION,GAP JUNCTION DEGRADATION,1,12,REACTOME_GAP_JUNCTION_DEGRADATION
SP_449_INTERLEUKIN_12_FAMILY_SIGNALING,449,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,INTERLEUKIN 12 FAMILY SIGNALING,3,57,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION; REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING; REACTOME_INTERLEUKIN_12_SIGNALING
SP_450_GLUTAMATE_AND_GLUTAMINE_METABOLISM,450,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,GLUTAMATE AND GLUTAMINE METABOLISM,1,14,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM
SP_451_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,451,WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,GLYCOGEN SYNTHESIS AND DEGRADATION,5,55,REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS; REACTOME_GLYCOGEN_METABOLISM; REACTOME_GLYCOGEN_SYNTHESIS; WP_DISORDERS_OF_GALACTOSE_METABOLISM; WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION
SP_452_SPHINGOLIPID_METABOLISM,452,REACTOME_SPHINGOLIPID_METABOLISM,SPHINGOLIPID METABOLISM,4,107,REACTOME_GLYCOSPHINGOLIPID_CATABOLISM; REACTOME_GLYCOSPHINGOLIPID_METABOLISM; REACTOME_SPHINGOLIPID_METABOLISM; REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES
SP_453_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,453,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION,2,21,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION; WP_GLYOXYLATE_METABOLISM
SP_454_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,454,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,TRANS GOLGI NETWORK VESICLE BUDDING,3,72,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS; REACTOME_LYSOSOME_VESICLE_BIOGENESIS; REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING
SP_455_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,455,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,GOLGI CISTERNAE PERICENTRIOLAR STACK REORGANIZATION,1,14,REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION
SP_456_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,456,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,PLATELET ADHESION TO EXPOSED COLLAGEN,2,21,REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING; REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN
SP_457_PLATELET_AGGREGATION_PLUG_FORMATION,457,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,PLATELET AGGREGATION PLUG FORMATION,4,39,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS; REACTOME_INTEGRIN_SIGNALING; REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS; REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION
SP_458_HDR_THROUGH_MMEJ_ALT_NHEJ,458,REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,HDR THROUGH MMEJ ALT NHEJ,1,12,REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ
SP_459_PEPTIDE_HORMONE_BIOSYNTHESIS,459,REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,PEPTIDE HORMONE BIOSYNTHESIS,2,22,REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS; REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS
SP_460_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,460,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING,7,83,REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING; REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING; REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING; REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING; REACTOME_REGULATION_OF_SIGNALING_BY_CBL; REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS; REACTOME_SIGNALING_BY_CSF3_G_CSF
SP_461_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,461,REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,INCRETIN SYNTHESIS SECRETION AND INACTIVATION,5,47,REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION; REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION; REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN; REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1; REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP
SP_462_INDUCTION_OF_CELL_CELL_FUSION,462,REACTOME_INDUCTION_OF_CELL_CELL_FUSION,INDUCTION OF CELL CELL FUSION,2,20,REACTOME_INDUCTION_OF_CELL_CELL_FUSION; WP_SARSCOV2_AND_COVID19_PATHWAY
SP_463_INFLAMMASOMES,463,REACTOME_INFLAMMASOMES,INFLAMMASOMES,2,21,REACTOME_INFLAMMASOMES; REACTOME_THE_NLRP3_INFLAMMASOME
SP_464_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RET,464,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,INSERTION OF TAIL ANCHORED PROTEINS INTO THE ENDOPLASMIC RETICULUM MEMBRANE,1,22,REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE
SP_465_PEPTIDE_HORMONE_METABOLISM,465,REACTOME_PEPTIDE_HORMONE_METABOLISM,PEPTIDE HORMONE METABOLISM,2,88,REACTOME_INSULIN_PROCESSING; REACTOME_PEPTIDE_HORMONE_METABOLISM
SP_466_PHASE_0_RAPID_DEPOLARISATION,466,REACTOME_PHASE_0_RAPID_DEPOLARISATION,PHASE 0 RAPID DEPOLARISATION,3,67,REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS; REACTOME_PHASE_0_RAPID_DEPOLARISATION; WP_DRAVET_SYNDROME
SP_467_INTERFERON_SIGNALING,467,REACTOME_INTERFERON_SIGNALING,INTERFERON SIGNALING,3,280,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING; REACTOME_INTERFERON_GAMMA_SIGNALING; REACTOME_INTERFERON_SIGNALING
SP_468_TOLL_LIKE_RECEPTOR_CASCADES,468,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,TOLL LIKE RECEPTOR CASCADES,7,178,REACTOME_INTERLEUKIN_17_SIGNALING; REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE; REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING; REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION; REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE; REACTOME_TOLL_LIKE_RECEPTOR_CASCADES; REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE
SP_469_INTERLEUKIN_37_SIGNALING,469,REACTOME_INTERLEUKIN_37_SIGNALING,INTERLEUKIN 37 SIGNALING,1,21,REACTOME_INTERLEUKIN_37_SIGNALING
SP_470_SIGNALING_BY_INTERLEUKINS,470,REACTOME_SIGNALING_BY_INTERLEUKINS,SIGNALING BY INTERLEUKINS,2,461,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING; REACTOME_SIGNALING_BY_INTERLEUKINS
SP_471_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,471,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,RETROGRADE TRANSPORT AT THE TRANS GOLGI NETWORK,2,76,REACTOME_INTRA_GOLGI_TRAFFIC; REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK
SP_472_INTRAFLAGELLAR_TRANSPORT,472,REACTOME_INTRAFLAGELLAR_TRANSPORT,INTRAFLAGELLAR TRANSPORT,2,61,REACTOME_INTRAFLAGELLAR_TRANSPORT; WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN
SP_473_ION_CHANNEL_TRANSPORT,473,REACTOME_ION_CHANNEL_TRANSPORT,ION CHANNEL TRANSPORT,3,183,REACTOME_ION_CHANNEL_TRANSPORT; REACTOME_STIMULI_SENSING_CHANNELS; REACTOME_TRP_CHANNELS
SP_474_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,474,REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,IONOTROPIC ACTIVITY OF KAINATE RECEPTORS,1,10,REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS
SP_475_UNFOLDED_PROTEIN_RESPONSE_UPR,475,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,UNFOLDED PROTEIN RESPONSE UPR,2,93,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES; REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR
SP_476_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,476,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,STING MEDIATED INDUCTION OF HOST IMMUNE RESPONSES,3,23,REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN; REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA; REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES
SP_477_KETONE_BODY_METABOLISM,477,REACTOME_KETONE_BODY_METABOLISM,KETONE BODY METABOLISM,1,10,REACTOME_KETONE_BODY_METABOLISM
SP_478_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,478,REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,RHO GTPASES ACTIVATE NADPH OXIDASES,2,31,REACTOME_KILLING_MECHANISMS; REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES
SP_479_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,479,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,PLASMA LIPOPROTEIN ASSEMBLY REMODELING AND CLEARANCE,7,94,REACTOME_LDL_CLEARANCE; REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE; REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE; REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING; REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION; REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2; REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4
SP_480_LGI_ADAM_INTERACTIONS,480,REACTOME_LGI_ADAM_INTERACTIONS,LGI ADAM INTERACTIONS,1,14,REACTOME_LGI_ADAM_INTERACTIONS
SP_481_TRANSCRIPTIONAL_REGULATION_BY_MECP2,481,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,TRANSCRIPTIONAL REGULATION BY MECP2,5,96,REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME; REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING; REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX; REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY; REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2
SP_482_LYSINE_CATABOLISM,482,REACTOME_LYSINE_CATABOLISM,LYSINE CATABOLISM,1,12,REACTOME_LYSINE_CATABOLISM
SP_483_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,483,REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,LYSOSPHINGOLIPID AND LPA RECEPTORS,1,14,REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS
SP_484_ONCOGENIC_MAPK_SIGNALING,484,REACTOME_ONCOGENIC_MAPK_SIGNALING,ONCOGENIC MAPK SIGNALING,6,108,REACTOME_MAP2K_AND_MAPK_ACTIVATION; REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY; REACTOME_ONCOGENIC_MAPK_SIGNALING; REACTOME_RAF_ACTIVATION; REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS; REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS
SP_485_NICOTINATE_METABOLISM,485,REACTOME_NICOTINATE_METABOLISM,NICOTINATE METABOLISM,5,55,REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN; REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN; REACTOME_NICOTINAMIDE_SALVAGE; REACTOME_NICOTINATE_METABOLISM; REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS
SP_486_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_,486,REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES,MECHANICAL LOAD ACTIVATES SIGNALING BY PIEZO1 AND INTEGRINS IN OSTEOCYTES,1,17,REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES
SP_487_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,487,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,MECP2 REGULATES NEURONAL RECEPTORS AND CHANNELS,1,18,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS
SP_488_MET_ACTIVATES_RAP1_AND_RAC1,488,REACTOME_MET_ACTIVATES_RAP1_AND_RAC1,MET ACTIVATES RAP1 AND RAC1,2,15,REACTOME_MET_ACTIVATES_RAP1_AND_RAC1; REACTOME_MET_RECEPTOR_RECYCLING
SP_489_METABOLISM_OF_AMINE_DERIVED_HORMONES,489,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,METABOLISM OF AMINE DERIVED HORMONES,2,18,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES; REACTOME_THYROXINE_BIOSYNTHESIS
SP_490_METABOLISM_OF_COFACTORS,490,REACTOME_METABOLISM_OF_COFACTORS,METABOLISM OF COFACTORS,3,32,REACTOME_METABOLISM_OF_COFACTORS; REACTOME_UBIQUINOL_BIOSYNTHESIS; WP_RIBOFLAVIN_AND_COQ_DISORDERS
SP_491_VISUAL_PHOTOTRANSDUCTION,491,REACTOME_VISUAL_PHOTOTRANSDUCTION,VISUAL PHOTOTRANSDUCTION,2,103,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS; REACTOME_VISUAL_PHOTOTRANSDUCTION
SP_492_METABOLISM_OF_STEROID_HORMONES,492,REACTOME_METABOLISM_OF_STEROID_HORMONES,METABOLISM OF STEROID HORMONES,2,36,REACTOME_METABOLISM_OF_STEROID_HORMONES; REACTOME_PREGNENOLONE_BIOSYNTHESIS
SP_493_METABOLISM_OF_VITAMINS_AND_COFACTORS,493,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,METABOLISM OF VITAMINS AND COFACTORS,2,196,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS; REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS
SP_494_ZINC_HOMEOSTASIS,494,WP_ZINC_HOMEOSTASIS,ZINC HOMEOSTASIS,4,45,REACTOME_METAL_ION_SLC_TRANSPORTERS; REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY; REACTOME_ZINC_TRANSPORTERS; WP_ZINC_HOMEOSTASIS
SP_495_METALLOPROTEASE_DUBS,495,REACTOME_METALLOPROTEASE_DUBS,METALLOPROTEASE DUBS,1,37,REACTOME_METALLOPROTEASE_DUBS
SP_496_COPPER_HOMEOSTASIS,496,WP_COPPER_HOMEOSTASIS,COPPER HOMEOSTASIS,3,56,REACTOME_METALLOTHIONEINS_BIND_METALS; REACTOME_RESPONSE_TO_METAL_IONS; WP_COPPER_HOMEOSTASIS
SP_497_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,497,REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,MISCELLANEOUS TRANSPORT AND BINDING EVENTS,1,26,REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS
SP_498_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,498,REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,MITF M REGULATED MELANOCYTE DEVELOPMENT,3,161,REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION; REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT; REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY
SP_499_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,499,REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,MITOCHONDRIAL CALCIUM ION TRANSPORT,2,23,REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT; REACTOME_PROCESSING_OF_SMDT1
